,study_hours_per_day,sleep_hours,stress_level,focus_score,productivity_score
774,9.96,7.79,5,85,77.19
775,6.72,3.9,4,44,52.03
776,8.62,5.94,9,31,44.98
777,6.65,8.88,1,72,71.59
778,8.82,6.06,1,49,54.4
779,4.62,6.06,2,48,47.15
780,6.28,4.89,2,55,62.24
781,8.53,3.36,10,47,51.0
782,9.22,6.59,4,55,59.62
783,0.73,8.42,1,41,25.31
784,1.49,4.02,4,54,20.57
785,9.35,9.26,1,92,86.87
786,5.9,6.89,6,36,41.67
787,9.91,8.69,3,60,71.37
788,8.03,7.67,9,42,48.04
789,8.27,3.94,2,75,69.53
790,4.17,9.35,6,42,46.72
791,2.95,8.03,8,51,38.52
792,6.18,3.25,4,83,57.49
793,8.85,7.06,4,31,56.22
794,7.39,6.36,8,60,49.93
795,4.99,9.01,10,38,48.77
796,7.66,3.86,9,63,42.35
797,7.06,7.14,7,58,58.87
798,9.17,5.17,2,55,59.99
799,3.0,4.72,5,34,38.69
800,1.63,3.16,5,68,20.7
801,4.97,5.33,2,30,48.77
802,3.93,5.77,3,52,44.73
803,9.76,6.13,3,66,62.62
804,0.57,8.14,1,98,51.98
805,9.37,5.82,4,45,54.28
806,9.57,4.37,1,45,50.24
807,0.98,5.79,7,37,24.82
808,8.95,3.49,1,38,56.24
809,4.97,9.8,4,52,57.32
810,7.78,3.46,2,76,50.73
811,1.25,4.41,10,44,23.3
812,9.57,6.0,10,57,56.61
813,6.27,9.53,1,51,59.27
814,9.04,4.25,5,82,62.36
815,6.89,5.8,1,77,68.76
816,5.6,9.93,3,86,72.52
817,2.14,7.21,8,58,41.82
818,2.19,7.3,8,94,49.48
819,4.99,9.82,5,76,56.53
820,8.77,6.54,4,89,79.95
821,1.59,3.02,2,89,38.3
822,9.98,3.22,7,37,60.34
823,8.82,7.77,10,86,65.41
824,4.23,4.48,1,94,49.58
825,2.9,6.35,1,72,54.43
826,9.26,6.86,9,53,62.95
827,1.67,7.67,5,37,40.57
828,3.8,3.59,8,78,39.19
829,1.3,8.32,7,54,43.51
830,9.56,9.44,3,93,75.13
831,6.37,4.79,8,42,34.13
832,3.69,5.66,2,34,23.85
833,3.12,8.21,6,95,51.26
834,4.72,4.74,8,33,38.3
835,1.37,6.8,1,89,53.21
836,8.95,7.62,5,90,83.23
837,5.35,9.15,5,47,45.82
838,7.39,5.42,5,96,66.57
839,2.72,6.45,9,31,19.8
840,5.29,4.29,10,55,38.37
841,2.51,5.15,5,37,24.11
842,8.25,3.66,1,62,63.04
843,7.87,4.38,7,74,47.4
844,1.91,5.42,1,88,37.37
845,1.21,5.97,8,95,37.64
846,8.33,7.95,6,49,72.73
847,1.54,6.21,8,77,28.19
848,5.71,3.34,4,80,49.21
849,5.58,8.29,10,96,62.13
850,2.43,6.73,6,84,35.35
851,6.12,9.58,5,54,58.71
852,5.28,7.45,1,44,38.51
853,5.34,6.74,1,65,52.15
854,3.92,5.06,2,64,47.44
855,8.47,4.66,9,66,56.85
856,1.3,4.61,2,54,31.49
857,4.67,5.85,8,52,27.53
858,2.97,4.2,7,82,47.44
859,8.56,8.91,3,44,64.57
860,2.64,8.64,6,31,41.62
861,7.79,8.1,6,95,72.9
862,6.31,3.34,2,55,40.24
863,8.81,3.5,2,89,65.4
864,6.14,7.45,9,69,48.07
865,5.79,8.24,3,51,59.02
866,8.11,3.19,1,83,58.27
867,5.84,5.03,3,85,57.27
868,8.52,3.95,8,55,56.21
869,0.97,4.62,10,31,16.23
870,5.2,6.63,2,37,53.03
871,8.22,3.76,5,66,48.85
872,8.56,4.61,2,76,61.37
873,8.42,6.95,8,46,66.69
874,6.24,6.56,5,99,63.62
875,9.94,9.0,6,41,72.56
876,2.22,4.05,4,86,27.81
877,2.16,5.59,9,74,29.8
878,0.81,9.47,10,79,39.66
879,9.9,8.57,2,54,75.43
880,3.81,7.18,5,79,55.68
881,7.74,8.38,6,39,66.7
882,1.07,6.14,5,87,32.69
883,3.34,9.37,10,32,29.29
884,6.43,7.2,9,91,67.26
885,5.49,7.87,4,75,65.75
886,2.47,7.56,6,87,40.1
887,4.89,7.71,1,90,75.14
888,1.53,7.49,4,92,46.75
889,5.66,3.52,2,59,36.71
890,1.42,7.23,2,44,34.28
891,6.54,8.48,5,92,66.83
892,1.98,3.0,5,73,26.22
893,5.7,9.24,7,98,69.82
894,1.73,9.67,9,68,46.34
895,4.31,3.9,9,69,44.86
896,3.84,6.75,3,59,58.45
897,7.69,3.77,9,66,53.89
898,6.59,4.98,5,50,39.06
899,9.4,7.35,1,81,79.31
900,9.26,5.12,8,87,72.95
901,7.39,5.56,9,64,56.8
902,7.82,8.22,8,77,73.61
903,6.44,7.02,3,58,52.42
904,7.07,6.63,1,78,65.15
905,6.36,5.27,3,66,62.71
906,3.46,7.93,9,68,39.39
907,3.83,5.97,7,56,31.4
908,5.96,9.29,2,32,52.5
909,7.34,7.21,10,54,50.62
910,4.36,6.77,10,97,53.88
911,1.86,8.62,3,99,48.81
912,4.86,6.4,3,35,28.01
913,9.65,4.96,2,96,71.92
914,2.53,4.09,7,33,21.86
915,6.67,6.93,7,58,46.2
916,9.83,5.97,9,56,50.89
917,4.07,5.78,3,68,47.48
918,8.93,5.45,10,65,58.86
919,8.71,7.7,3,30,61.99
920,3.72,6.63,6,90,51.2
921,1.44,6.76,8,79,43.09
922,2.2,5.16,1,66,31.13
923,3.97,7.3,6,90,66.41
924,9.61,5.82,6,33,61.9
925,3.11,8.39,4,32,35.91
926,9.31,6.71,6,59,67.82
927,2.22,5.03,5,37,15.15
928,9.71,4.03,9,76,64.87
929,3.29,7.9,5,62,44.01
930,6.51,5.6,9,70,49.31
931,1.16,3.46,2,40,15.79
932,3.35,9.4,9,72,51.19
933,2.5,5.71,6,72,34.87
934,0.53,8.22,9,87,44.75
935,1.99,6.21,1,64,32.16
936,6.13,9.24,3,63,61.67
937,4.2,3.2,5,95,40.92
938,7.36,4.82,8,87,68.22
939,6.88,6.82,7,33,48.28
940,8.09,5.26,6,93,59.57
941,8.74,8.2,6,56,70.44
942,8.29,7.82,6,58,53.09
943,4.76,3.18,7,39,23.29
944,3.43,7.2,1,47,37.64
945,5.27,8.85,4,59,51.95
946,5.58,5.21,2,64,51.76
947,3.48,3.98,10,45,25.36
948,5.63,8.17,9,37,55.1
949,1.5,9.3,3,87,46.49
950,2.69,7.6,3,39,38.12
951,7.59,8.92,6,73,59.19
952,2.24,9.99,2,32,49.06
953,1.82,6.5,7,82,39.83
954,3.23,9.55,3,71,57.19
955,4.02,5.41,8,44,33.54
956,3.62,8.22,1,65,56.04
957,4.06,9.31,9,38,46.5
958,1.83,6.65,3,44,18.81
959,2.07,7.39,6,76,35.03
960,2.74,9.79,7,46,41.75
961,4.32,4.76,9,88,53.33
962,3.69,5.49,10,62,35.28
963,8.02,8.41,2,64,74.98
964,5.49,5.39,3,46,50.18
965,5.97,6.51,4,32,35.52
966,5.83,3.35,2,58,50.57
967,4.29,6.96,6,79,37.91
968,9.81,7.39,9,80,71.75
969,0.85,3.58,5,33,7.98
970,2.55,4.71,8,91,36.51
971,3.2,6.03,8,79,38.13
972,8.87,8.47,7,63,73.66
973,9.23,3.15,9,92,67.06
974,8.54,5.32,3,95,73.39
975,4.46,3.03,4,55,35.8
976,9.19,6.65,8,41,60.06
977,1.44,6.49,2,70,48.44
978,6.7,8.29,8,82,76.86
979,9.4,3.03,10,38,42.94
980,7.67,8.31,7,79,63.24
981,3.14,9.24,6,64,58.24
982,7.32,5.22,5,88,62.52
983,3.3,5.34,7,96,51.14
984,1.56,3.01,10,35,5.64
985,7.31,6.0,2,61,65.88
986,2.2,7.29,1,44,41.44
987,1.56,3.86,4,55,25.36
988,5.74,7.6,6,36,38.59
989,6.4,5.56,10,60,47.56
990,0.99,7.71,10,68,22.94
991,0.54,4.76,8,39,12.19
992,8.88,8.42,3,99,76.78
993,1.59,6.84,5,66,30.7
994,6.05,6.73,3,42,48.72
995,9.56,6.42,2,77,71.48
996,5.36,8.89,10,46,47.48
997,1.83,6.88,10,74,42.91
998,4.24,4.12,5,38,37.29
999,6.43,7.38,8,30,42.07
1000,7.75,6.6,2,57,66.09
1001,6.27,3.48,3,31,31.83
1002,0.83,7.07,5,80,42.58
1003,1.86,3.56,10,72,22.58
1004,4.03,8.07,3,50,41.43
1005,7.2,7.58,6,49,54.39
1006,6.05,6.45,3,55,47.85
1007,0.92,8.24,6,95,44.0
1008,8.07,4.97,9,68,56.77
1009,6.25,6.12,5,65,48.65
1010,8.93,3.11,4,36,46.16
1011,4.47,9.92,7,88,65.2
1012,5.16,3.39,6,82,50.83
1013,4.35,3.73,1,49,36.5
1014,7.36,6.46,1,51,57.6
1015,7.65,5.63,10,45,41.67
1016,7.37,6.73,2,80,77.82
1017,3.27,8.85,1,85,49.34
1018,6.54,4.11,2,93,65.09
1019,3.72,7.48,8,45,42.23
1020,8.42,3.13,10,32,48.77
1021,1.02,8.53,6,34,25.41
1022,0.86,8.71,3,73,35.69
1023,1.47,5.66,1,44,31.1
1024,2.42,4.21,6,67,36.33
1025,0.86,8.68,7,76,42.94
1026,1.18,9.36,1,96,51.77
1027,3.41,3.53,5,98,41.21
1028,1.45,7.06,3,78,44.03
1029,8.12,9.57,9,85,76.96
1030,1.01,7.51,1,53,24.15
1031,9.13,8.74,6,41,62.91
1032,8.77,4.61,8,67,67.9
1033,2.48,3.72,2,92,48.22
1034,1.18,5.63,7,44,19.06
1035,1.5,5.77,9,95,32.53
1036,5.81,8.5,1,65,58.28
1037,6.21,5.84,1,49,57.94
1038,3.5,4.66,5,38,33.32
1039,3.32,9.2,8,30,32.19
1040,5.55,8.48,8,33,47.19
1041,3.4,7.67,2,89,55.35
1042,9.38,4.45,4,79,62.37
1043,4.14,4.43,6,93,47.42
1044,2.59,6.44,9,94,40.95
1045,1.89,6.72,7,93,42.17
1046,6.5,4.79,4,97,67.55
1047,3.6,3.86,10,68,40.71
1048,2.29,5.54,7,67,25.78
1049,3.12,6.0,9,48,25.94
1050,3.42,3.37,5,51,37.57
1051,6.45,6.95,3,88,69.12
1052,2.16,3.01,1,67,42.21
1053,7.46,4.06,5,43,44.08
1054,3.4,4.03,6,72,39.55
1055,5.14,7.81,3,62,54.62
1056,6.72,6.4,8,54,47.75
1057,5.66,8.85,8,41,44.76
1058,6.79,4.85,1,52,45.35
1059,3.56,4.47,2,47,43.9
1060,9.65,8.62,4,65,70.42
1061,4.86,6.11,2,75,56.37
1062,3.56,4.92,7,87,41.9
1063,3.32,5.93,7,41,40.73
1064,0.91,5.98,1,87,38.59
1065,7.01,7.0,4,39,44.73
1066,2.99,3.26,1,67,44.39
1067,9.61,4.74,5,55,58.06
1068,2.5,6.27,5,41,29.8
1069,5.53,6.8,7,31,48.5
1070,7.49,4.11,2,59,66.68
1071,8.77,4.36,4,35,51.61
1072,1.99,8.09,1,44,31.25
1073,9.86,8.5,3,92,98.55
1074,9.11,3.53,7,97,72.56
1075,9.65,9.93,7,63,66.59
1076,8.6,6.03,4,69,65.24
1077,8.84,7.1,8,39,61.57
1078,6.19,7.16,1,54,58.09
1079,8.53,5.42,4,59,49.23
1080,5.57,6.81,1,75,56.52
1081,5.61,7.08,6,49,44.25
1082,5.84,8.33,4,69,70.58
1083,9.97,7.63,10,89,76.7
1084,1.49,6.13,1,54,40.52
1085,8.15,4.34,5,99,67.64
1086,3.1,3.18,5,52,25.73
1087,3.93,7.56,3,53,48.87
1088,1.27,6.34,7,79,35.71
1089,3.84,9.76,9,65,45.16
1090,9.91,3.69,8,49,51.8
1091,4.27,3.51,7,64,30.62
1092,6.86,4.27,8,83,48.89
1093,1.65,5.64,7,44,13.22
1094,9.26,4.23,8,81,62.65
1095,8.36,6.25,9,67,56.24
1096,4.17,5.38,2,59,44.87
1097,3.81,10.0,4,82,59.87
1098,4.61,9.77,10,84,61.01
1099,4.31,5.55,10,34,38.7
1100,2.95,8.54,7,68,53.97
1101,9.91,4.69,8,94,80.26
1102,8.2,3.4,6,57,56.3
1103,3.05,3.28,3,94,44.42
1104,9.83,3.2,3,92,80.15
1105,0.65,8.15,1,54,27.63
1106,4.66,5.4,10,64,36.99
1107,5.91,8.77,6,85,76.52
1108,0.86,9.12,3,82,43.63
1109,2.03,5.14,3,51,38.48
1110,2.95,5.02,9,78,35.74
1111,7.34,5.16,4,60,48.34
1112,9.43,6.33,5,33,60.03
1113,6.43,3.11,3,34,34.88
1114,5.85,3.08,8,66,50.36
1115,5.6,8.15,7,44,55.88
1116,3.83,8.66,5,53,47.19
1117,8.36,4.43,9,86,55.55
1118,5.64,7.16,6,41,56.39
1119,2.69,4.51,2,53,27.54
1120,1.8,8.14,5,49,41.13
1121,9.86,5.94,1,38,60.58
1122,0.67,8.76,3,63,37.93
1123,9.37,9.64,1,46,71.31
1124,2.57,6.89,9,93,54.21
1125,6.75,9.3,10,72,57.01
1126,3.36,3.24,10,35,23.26
1127,8.67,6.24,5,71,53.08
1128,5.66,6.52,2,78,63.36
1129,1.84,5.91,3,53,43.39
1130,3.06,5.2,4,99,45.29
1131,3.54,8.06,6,43,33.92
1132,8.92,6.87,4,46,62.82
1133,7.78,3.58,7,95,70.03
1134,8.38,9.65,5,71,64.97
1135,1.0,9.21,9,62,30.52
1136,6.0,5.47,5,65,57.48
1137,9.99,4.72,5,93,67.86
1138,7.96,7.4,10,49,50.19
1139,1.65,3.3,7,56,23.35
1140,6.95,6.47,5,82,64.54
1141,7.58,7.71,6,39,54.24
1142,5.39,5.85,1,88,60.4
1143,1.25,9.81,7,73,38.62
1144,0.83,8.03,7,33,34.28
1145,9.41,9.54,8,35,67.53
1146,2.95,9.36,8,46,39.24
1147,4.1,3.92,4,45,27.83
1148,8.06,7.68,2,45,58.76
1149,7.05,7.18,7,47,49.63
1150,9.7,3.38,7,49,50.05
1151,1.38,5.23,9,97,33.49
1152,7.22,6.74,3,47,61.6
1153,1.28,6.84,2,53,29.25
1154,0.5,8.7,6,91,42.42
1155,1.64,7.11,4,86,47.83
1156,6.36,6.27,7,52,55.74
1157,6.92,8.26,10,58,50.19
1158,4.66,7.0,7,42,45.04
1159,0.94,9.19,8,65,45.68
1160,6.52,9.34,1,90,68.18
1161,1.32,7.23,2,54,27.8
1162,1.85,6.95,2,72,49.96
1163,5.37,7.91,5,81,58.57
1164,3.73,8.08,10,63,32.03
1165,4.92,8.09,9,35,39.0
1166,6.53,7.34,5,34,48.57
1167,2.02,8.34,8,43,40.22
1168,8.98,4.01,8,49,53.92
1169,5.82,8.75,9,60,48.19
1170,0.71,5.17,1,33,26.72
1171,6.47,9.2,1,42,62.44
1172,4.9,3.92,7,81,46.06
1173,7.17,3.03,7,79,55.26
1174,7.95,3.11,10,58,36.94
1175,9.42,4.47,2,43,69.16
1176,9.98,3.8,10,65,56.42
1177,5.72,6.88,1,64,51.46
1178,5.83,6.14,2,55,60.12
1179,0.71,7.24,4,62,25.62
1180,8.72,4.35,6,97,73.71
1181,0.77,8.28,3,60,32.17
1182,6.51,7.27,10,59,52.63
1183,1.44,4.55,4,68,27.17
1184,3.22,5.79,6,99,47.75
1185,1.83,8.03,4,83,42.0
1186,1.81,7.76,6,39,35.76
1187,1.21,6.94,5,85,42.5
1188,3.52,9.85,2,97,66.01
1189,4.52,3.92,3,93,50.0
1190,4.91,6.42,7,68,48.02
1191,4.68,7.37,1,40,55.83
1192,5.48,9.96,4,86,68.22
1193,8.67,6.8,8,30,49.23
1194,6.5,6.1,9,80,65.64
1195,0.66,9.46,5,65,28.24
1196,2.14,6.54,2,64,49.92
1197,3.82,9.57,10,54,48.08
1198,9.52,8.25,3,85,73.74
1199,1.24,4.18,6,31,12.85
1200,7.25,4.17,5,92,63.15
1201,0.81,5.23,3,43,15.75
1202,3.94,3.47,2,81,34.98
1203,7.82,6.8,1,98,85.79
1204,3.77,9.02,3,92,58.06
1205,4.59,5.8,6,39,42.58
1206,9.1,7.54,7,94,84.14
1207,1.13,9.87,4,61,46.57
1208,5.51,4.36,1,61,52.41
1209,3.98,5.51,8,60,30.41
1210,9.66,3.17,4,76,62.05
1211,8.04,4.62,5,41,40.49
1212,1.66,8.46,5,86,59.66
1213,9.31,7.6,7,36,54.54
1214,2.51,8.49,4,65,40.53
1215,1.31,5.98,1,60,29.71
1216,5.65,8.15,9,39,40.99
1217,7.5,7.2,1,50,66.71
1218,7.3,5.3,3,81,61.38
1219,5.57,5.89,7,51,32.09
1220,5.18,6.79,1,32,53.95
1221,9.71,9.7,3,55,79.01
1222,8.3,9.52,1,87,81.87
1223,7.14,9.91,1,51,62.45
1224,2.35,3.11,3,84,28.61
1225,8.29,8.02,3,74,69.35
1226,7.62,9.26,10,81,64.84
1227,9.92,8.17,4,59,78.04
1228,1.76,5.91,3,53,35.91
1229,7.3,8.07,2,59,76.37
1230,9.8,6.11,7,43,51.59
1231,4.89,8.0,6,96,62.47
1232,7.47,8.46,6,42,69.6
1233,9.77,8.9,4,32,69.62
1234,5.7,8.1,3,59,63.51
1235,7.14,4.12,4,95,57.76
1236,0.69,9.55,10,57,33.69
1237,5.44,4.49,2,67,57.81
1238,2.93,5.5,8,44,28.69
1239,1.75,6.0,1,63,31.1
1240,7.23,7.99,9,98,68.74
1241,0.87,7.91,7,49,26.86
1242,9.1,9.73,3,35,68.49
1243,5.42,4.32,5,92,49.26
1244,6.66,6.16,1,41,50.4
1245,2.91,4.43,9,99,51.84
1246,2.23,7.71,3,45,41.93
1247,2.82,4.49,2,35,22.57
1248,2.71,9.08,2,63,54.1
1249,8.71,9.88,10,92,71.43
1250,7.98,5.22,2,51,59.6
1251,8.6,8.18,1,37,57.94
1252,7.48,6.73,6,57,50.97
1253,6.61,5.51,8,55,53.12
1254,5.51,4.34,8,90,58.39
1255,3.02,8.03,9,83,39.97
1256,7.2,4.11,8,84,56.55
1257,1.8,4.96,9,67,34.25
1258,5.36,9.44,6,35,52.41
1259,2.36,6.56,9,36,26.32
1260,5.3,8.98,9,99,66.21
1261,3.29,8.37,2,43,39.84
1262,1.01,5.63,9,41,22.61
1263,5.29,4.53,7,80,46.13
1264,2.23,3.7,1,42,20.16
1265,2.03,9.72,4,44,32.52
1266,4.15,5.27,10,76,52.35
1267,3.94,7.71,10,70,44.93
1268,8.74,8.11,10,61,66.87
1269,5.86,4.38,10,81,56.0
1270,8.62,7.86,10,42,46.73
1271,1.89,3.07,6,36,17.46
1272,3.89,5.93,5,91,54.23
1273,5.78,5.45,6,37,31.01
1274,1.95,9.53,10,57,38.25
1275,1.72,9.9,4,59,38.57
1276,6.78,5.02,9,92,63.88
1277,6.71,7.27,2,95,67.52
1278,2.72,8.22,7,98,54.77
1279,2.66,4.34,9,43,18.32
1280,7.58,7.81,2,78,70.45
1281,1.61,4.8,3,41,28.35
1282,9.27,4.18,9,33,47.84
1283,9.47,8.95,5,91,79.01
1284,8.77,6.52,1,61,77.63
1285,2.5,5.08,8,86,49.12
1286,0.66,5.83,6,76,37.01
1287,9.4,5.89,2,68,69.53
1288,3.77,8.39,4,62,62.07
1289,3.45,9.21,1,45,51.56
1290,2.99,6.33,9,76,26.78
1291,2.82,5.26,3,57,29.14
1292,7.48,8.09,8,94,77.98
1293,9.12,9.34,10,66,75.57
1294,7.97,3.8,4,80,58.15
1295,6.9,8.58,6,46,64.0
1296,3.23,6.9,2,58,42.46
1297,5.7,9.07,9,79,60.91
1298,2.75,6.6,2,96,57.47
1299,1.56,9.04,2,67,45.28
1300,1.64,6.88,1,34,36.17
1301,6.24,4.01,5,68,54.18
1302,0.87,3.03,6,31,20.42
1303,9.75,7.34,4,81,80.9
1304,9.96,7.14,8,87,74.68
1305,1.92,4.47,3,94,41.33
1306,4.56,8.95,7,99,58.55
1307,7.8,9.07,6,81,63.7
1308,9.57,8.63,8,72,79.47
1309,8.97,9.56,5,63,76.69
1310,2.92,6.55,4,85,40.2
1311,1.31,7.92,2,95,56.75
1312,3.24,9.33,3,81,53.95
1313,4.65,6.19,9,59,46.07
1314,3.92,7.33,2,46,44.99
1315,7.85,6.59,9,95,73.73
1316,2.95,9.88,3,77,43.36
1317,8.66,6.06,8,61,73.18
1318,2.64,5.22,8,47,34.82
1319,3.93,7.41,4,72,52.6
1320,4.75,4.96,6,39,24.99
1321,3.27,9.0,1,82,55.13
1322,7.78,9.25,7,51,70.05
1323,4.39,5.42,4,51,29.53
1324,8.93,5.51,4,49,69.37
1325,9.65,3.61,2,62,69.81
1326,8.67,4.79,5,35,52.98
1327,5.46,3.48,5,79,42.15
1328,5.34,8.3,5,53,60.78
1329,2.55,4.26,4,42,21.38
1330,6.13,3.55,1,34,30.11
1331,9.55,4.15,1,69,75.22
1332,1.27,5.64,10,90,29.66
1333,7.65,5.96,2,37,51.03
1334,8.76,9.29,6,47,66.27
1335,9.87,4.96,9,60,63.96
1336,3.68,8.02,2,67,44.25
1337,3.88,9.26,4,91,58.7
1338,2.68,9.0,6,35,35.57
1339,8.0,4.39,4,47,61.95
1340,1.83,4.96,1,97,46.84
1341,3.04,3.38,10,92,37.45
1342,3.3,6.38,8,93,53.98
1343,4.06,5.84,6,92,53.93
1344,4.51,6.82,4,85,49.54
1345,5.81,6.21,3,83,66.78
1346,9.51,8.15,10,69,77.88
1347,2.85,7.69,7,99,52.42
1348,7.9,6.0,8,38,52.22
1349,6.93,3.26,3,70,58.55
1350,1.6,5.41,5,85,29.86
1351,8.2,5.27,9,33,42.92
1352,1.36,3.63,7,50,19.06
1353,7.52,5.13,10,93,59.01
1354,7.3,9.91,3,82,83.73
1355,7.05,8.75,4,77,58.68
1356,3.13,8.61,2,50,38.11
1357,5.95,8.9,7,34,51.27
1358,7.73,9.06,4,46,73.67
1359,6.56,5.28,9,84,54.89
1360,8.14,5.26,8,58,49.45
1361,7.03,5.36,1,82,66.75
1362,3.11,8.73,7,46,41.82
1363,1.95,8.58,9,90,44.14
1364,6.5,3.12,6,59,32.99
1365,7.72,9.64,7,97,88.98
1366,1.85,5.0,10,36,21.46
1367,2.16,7.38,7,90,49.39
1368,0.61,7.48,6,42,30.31
1369,5.55,3.79,2,34,31.16
1370,5.65,7.87,10,49,47.94
1371,5.25,6.74,2,74,50.59
1372,3.5,7.28,10,56,30.13
1373,4.56,6.13,7,44,38.02
1374,7.78,8.63,10,51,63.03
1375,2.23,7.45,8,94,48.04
1376,2.41,4.35,6,57,26.43
1377,6.84,8.27,3,38,63.57
1378,8.74,6.52,2,37,68.05
1379,3.73,3.26,6,42,16.78
1380,9.36,5.76,7,56,55.68
1381,1.05,5.81,4,33,17.88
1382,1.63,8.61,1,49,28.85
1383,4.87,4.64,7,83,37.68
1384,7.37,6.17,5,42,55.51
1385,4.02,3.38,1,97,46.9
1386,5.77,9.17,9,99,57.97
1387,0.77,6.11,1,64,46.25
1388,4.89,9.0,1,59,47.75
1389,2.8,7.74,5,82,44.61
1390,5.41,5.24,7,50,44.36
1391,5.5,7.99,6,68,51.24
1392,7.66,6.28,7,34,52.85
1393,5.63,5.39,10,52,40.94
1394,6.34,7.68,10,51,57.43
1395,5.53,8.42,10,70,61.72
1396,9.91,7.82,9,57,61.5
1397,8.02,6.24,6,33,53.22
1398,7.68,4.82,6,38,44.9
1399,6.46,8.67,9,31,39.0
1400,5.52,5.43,9,48,42.05
1401,3.78,7.29,3,89,64.9
1402,7.95,3.81,6,98,63.3
1403,2.3,8.18,1,68,35.28
1404,0.85,9.67,6,75,35.89
1405,7.13,6.15,9,35,38.29
1406,1.88,6.84,3,96,49.57
1407,9.09,9.3,1,54,74.77
1408,7.82,8.57,7,32,59.3
1409,6.22,9.74,4,32,49.29
1410,3.48,4.86,4,61,36.33
1411,6.56,6.29,9,77,48.61
1412,5.03,6.19,3,31,37.69
1413,3.27,6.31,5,36,31.4
1414,9.48,9.39,2,33,77.5
1415,2.04,4.44,10,80,34.65
1416,7.66,9.26,8,65,69.25
1417,8.1,7.0,4,70,78.5
1418,9.54,6.76,4,45,70.66
1419,5.72,5.92,9,60,50.1
1420,5.58,6.78,4,74,61.9
1421,9.24,8.62,9,57,76.98
1422,8.11,6.45,7,54,59.64
1423,7.75,8.43,1,95,85.12
1424,8.0,5.92,10,36,42.67
1425,5.19,4.28,8,66,35.77
1426,0.89,5.9,4,58,22.23
1427,2.38,8.06,8,55,35.71
1428,6.61,8.96,4,91,64.46
1429,4.26,8.4,10,34,26.96
1430,6.26,5.62,3,41,48.88
1431,5.74,7.05,6,58,50.05
1432,4.67,5.52,4,99,62.59
1433,2.73,7.93,8,91,48.48
1434,7.33,6.06,7,63,63.02
1435,9.14,8.35,10,46,53.84
1436,7.81,3.09,6,52,50.4
1437,1.64,5.38,7,71,31.65
1438,5.61,9.15,8,77,61.87
1439,8.44,5.26,7,98,77.04
1440,6.11,5.76,7,37,44.32
1441,4.68,8.54,7,56,51.65
1442,3.2,3.66,3,47,30.34
1443,3.64,5.18,7,35,32.28
1444,2.8,8.42,7,57,47.23
1445,2.36,9.7,7,33,38.61
1446,6.09,8.48,9,77,63.63
1447,5.34,4.21,1,67,48.22
1448,7.48,8.85,4,33,55.22
1449,3.43,6.33,5,30,40.14
1450,4.88,8.48,2,65,51.75
1451,6.96,4.68,7,65,54.59
1452,9.65,5.39,7,51,72.18
1453,3.81,9.31,3,99,77.45
1454,3.33,9.38,3,30,47.57
1455,4.77,5.0,3,96,59.14
1456,7.38,3.58,8,62,53.78
1457,9.63,9.5,3,45,69.94
1458,5.6,5.1,6,70,51.82
1459,8.22,3.84,3,95,63.72
1460,4.91,5.44,1,46,34.82
1461,0.88,4.97,10,50,18.99
1462,9.0,3.56,9,79,64.02
1463,3.25,9.89,6,55,50.08
1464,1.82,5.06,9,52,23.65
1465,9.96,4.91,3,41,48.08
1466,3.8,5.94,9,78,41.72
1467,1.8,5.9,2,54,33.96
1468,3.46,6.04,7,99,58.61
1469,5.38,9.35,1,97,65.72
1470,1.34,3.42,6,77,26.02
1471,3.85,9.59,9,69,48.06
1472,6.85,7.66,3,60,74.37
1473,9.2,7.88,3,90,73.77
1474,4.28,4.1,8,42,33.5
1475,5.86,5.3,3,71,54.13
1476,6.54,3.37,6,91,53.0
1477,1.17,7.57,9,78,39.64
1478,3.75,5.38,4,43,31.35
1479,7.0,6.86,3,78,65.25
1480,7.49,8.27,7,80,75.16
1481,3.88,6.87,10,63,42.59
1482,0.56,3.5,9,38,5.68
1483,0.57,3.43,2,77,21.64
1484,5.61,9.07,6,65,52.76
1485,5.74,4.84,6,50,46.31
1486,5.78,5.54,6,40,44.99
1487,7.36,4.53,2,99,73.36
1488,9.25,7.89,4,95,73.17
1489,9.91,5.7,7,33,69.41
1490,7.16,6.19,7,37,54.14
1491,5.38,7.72,10,93,57.77
1492,1.84,7.36,2,59,38.39
1493,4.15,8.42,6,77,62.49
1494,5.94,8.24,9,50,48.01
1495,10.0,6.08,9,54,53.88
1496,1.71,4.34,5,65,30.48
1497,8.03,4.56,7,60,48.23
1498,9.99,7.95,10,95,79.27
1499,8.15,4.83,1,54,59.63
1500,7.79,6.08,3,70,65.54
1501,2.96,3.76,2,46,26.69
1502,0.53,3.86,5,84,26.7
1503,2.65,4.75,10,41,15.2
1504,8.0,3.59,1,32,46.08
1505,1.52,4.92,4,73,37.88
1506,3.31,6.98,5,36,28.59
1507,5.84,8.21,8,96,61.19
1508,6.01,3.23,3,75,51.16
1509,5.66,7.2,1,79,66.03
1510,9.82,5.54,6,57,60.6
1511,0.62,4.59,2,59,22.26
1512,5.13,3.22,10,92,50.95
1513,5.29,5.28,6,76,57.38
1514,3.29,8.53,8,97,49.87
1515,5.49,6.71,3,53,37.8
1516,6.9,8.43,8,63,67.76
1517,6.89,5.89,7,80,60.59
1518,1.33,8.9,5,52,32.56
1519,8.12,4.05,3,93,74.27
1520,9.34,8.74,9,41,58.89
